Building & Room ID,Building Name,Floor, Room size (SF),Department,Room Use Code,Actual Stations,Furniture Type,Space Category,Comments,Room Photo1,Room Photo2,Room Photo3,Room Photo4,Occupants,Function Comment
033-0 0467-00,Clyde P. Fisher Science Hall,3,921.16,115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200467-00.Room%20Photo1.180930.jpg&appVersion=1.000082&signature=8554e86a36db4102ed79dff3491f3dfdba6aaae5df160f6ec258cb3a8b5a4205,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200467-00.Room%20Photo2.180930.jpg&appVersion=1.000082&signature=420ad7b5f5fe08d05a18b5c1d3df95b0eaac17342a6b6a911444538e3c2f6c89,,,,
033-0 0466-B0,Clyde P. Fisher Science Hall,3,180.83,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200466-B0.Room%20Photo1.174350.jpg&appVersion=1.000082&signature=91ef8d1808543cecff99f4a13fa0e723fe0f5074306657fa24861cb9c2c7a7a6,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200466-B0.Room%20Photo2.174350.jpg&appVersion=1.000082&signature=cece356ac171cedd5bb97adb31d57dd85803d797417f4334c92beaf062833444,,,,
033-0 0466-A0,Clyde P. Fisher Science Hall,3,115.06,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200466-A0.Room%20Photo1.174256.jpg&appVersion=1.000082&signature=f32da38cd126dd0cc0030a0b7a6d195dd87066eb32d90cb19c400dd495204f48,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200466-A0.Room%20Photo2.174256.jpg&appVersion=1.000082&signature=3dd7ac9e764511c43fa2877a302fcc3785aa84b026aae5d5e9795281ff2f9259,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200466-A0.Room%20Photo3.174256.jpg&appVersion=1.000082&signature=84d407bb62f87c85f9f8125b16c5d7114073976bf8ecea3792c801066261f854,,,
033-0 0466-00,Clyde P. Fisher Science Hall,3,761.93,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200466-00.Room%20Photo1.174140.jpg&appVersion=1.000082&signature=7f4ed1d6d3d93121f9523a6411d28759bf29266399ba59b2160ed3d06b1b8d31,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200466-00.Room%20Photo2.174140.jpg&appVersion=1.000082&signature=8b3f20af30069b97371207b07accb24d2f3cf6f44eb5bd7125e070e098176a63,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200466-00.Room%20Photo3.174140.jpg&appVersion=1.000082&signature=6f582100017e3e8bc0036837fdc7f42397b29465b0e565f82621f0437f49cf7d,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200466-00.Room%20Photo4.174141.jpg&appVersion=1.000082&signature=42cc059aa234dc0e92fd286840dd3346d9199dd1f668615b271f5adc54a7faeb,,
033-0 0465-00,Clyde P. Fisher Science Hall,3,909.7,115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200465-00.Room%20Photo1.180637.jpg&appVersion=1.000082&signature=ac36257bd58b1a4762a4c1a656438d124f6ac136161de4525302dfc5b94765b2,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200465-00.Room%20Photo2.180637.jpg&appVersion=1.000082&signature=89ae748b3bc15f102460e3e44d27f8e692e5bc8dce44b6bb1857556f33e09894,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200465-00.Room%20Photo3.180637.jpg&appVersion=1.000082&signature=4371c13cb44faf17f7d7c7bb0381278ca3ea0803f0875cc741d8f41c59fee16f,,,
033-0 0461-00,Clyde P. Fisher Science Hall,3,323.08,115100-CSM-Biological Sciences,250 - Research Lab,2,03 Blt-In,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200461-00.Room%20Photo1.171616.jpg&appVersion=1.000082&signature=ba9f98438954f491f335ec9c54fd13cf3c475af452a8c8826d032cfba24b146b,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200461-00.Room%20Photo2.171616.jpg&appVersion=1.000082&signature=dfdc3dc4357fa44b31f6d524cea79ede57ef355166579c74a0a956f7da77253c,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200461-00.Room%20Photo3.171616.jpg&appVersion=1.000082&signature=f0b6180aa55d81fa26f2a808991bcd8d19fadf313bdf4d05af80a3fb312bac42,,"Chan, Lauren (CSM-BIO);Liwanag, Heather (CSM-BIO)",
033-0 0460-00,Clyde P. Fisher Science Hall,3,361.83,115100-CSM-Biological Sciences,250 - Research Lab,2,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200460-00.Room%20Photo1.171757.jpg&appVersion=1.000082&signature=fba17b59c81ba8387b9ecfa5bad346b4a68c71957be9c6f6711db2950ca0b964,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200460-00.Room%20Photo2.171757.jpg&appVersion=1.000082&signature=2659433f3bcef6ac6df1b36cc6117974fe4669bf91cd9c13ad3ac77d7bf4e82b,,,"Fidopiastis, Pat (CSM-BIO)",
033-0 0357-B0,Clyde P. Fisher Science Hall,2,150,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200357-B0.Room%20Photo1.205308.jpg&appVersion=1.000082&signature=9fb578ee044a52d557483c9b96795933a8830907563050d6fa82b9bdcc1ed5b7,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200357-B0.Room%20Photo2.205308.jpg&appVersion=1.000082&signature=be61ca8a0e748098eaa9f46c9f3255822ac208c1ce14da1966a54fe6bf92971d,,,,
033-0 0459-00,Clyde P. Fisher Science Hall,3,890.67,115100-CSM-Biological Sciences,250 - Research Lab,10,03 Blt-In,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200459-00.Room%20Photo1.172114.jpg&appVersion=1.000082&signature=00f84a7391878e3ea16c623eb90a092053603fb1af3140f2aeeb96906a31ddc3,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200459-00.Room%20Photo2.172114.jpg&appVersion=1.000082&signature=30f89a638fb1c69b5cfa24d6ac491d92a4b4f0fe4ed0b1f1f720b2b281e6acda,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200459-00.Room%20Photo3.172114.jpg&appVersion=1.000082&signature=b4e9248f02b15dabf1b7279d0bcc0b34cbfb90633841448ecdf9db4b652e8224,,"Chan, Lauren (CSM-BIO);Francis, Clinton (CSM-BIO)",
033-0 0456-00,Clyde P. Fisher Science Hall,3,895.89,115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200456-00.Room%20Photo1.180103.jpg&appVersion=1.000082&signature=5cfc7208b97f22089ed89ceda515810bb28a45528398dd95c1bf1c3bd9594ae9,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200456-00.Room%20Photo2.180103.jpg&appVersion=1.000082&signature=8b9c41775ff197a3d362d32f83ca66682801f4814651f003586fe1c301ba4908,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200456-00.Room%20Photo3.180103.jpg&appVersion=1.000082&signature=6564d72f24c784606cf7001169ab76510dfa3453b06100e89e678deccb942681,,,
033-0 0454-00,Clyde P. Fisher Science Hall,3,906.05,115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200454-00.Room%20Photo1.180243.jpg&appVersion=1.000082&signature=3a193498f0a4db72bc5c28bbbcd11a52bdabc4c563ecdd1ba22441eb9580730c,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200454-00.Room%20Photo2.180243.jpg&appVersion=1.000082&signature=7b94c9eac939d09d1d37330ddf8ea47e7db1c92e4440e78f622a4d8ebfb24533,,,,
033-0 0453-00,Clyde P. Fisher Science Hall,3,887.83,115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200453-00.Room%20Photo1.180337.jpg&appVersion=1.000082&signature=6b749f5805e45dffa7e9df9f444ba4cd569943994eb15b35b8f6289f89c28de6,,,,,
033-0 0452-00,Clyde P. Fisher Science Hall,3,251.97,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200452-00.Room%20Photo1.172850.jpg&appVersion=1.000082&signature=7767ecd0a486206b0b6d87b83514d34ab8ee161b3f1a5a29209909d73c50906f,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200452-00.Room%20Photo2.172850.jpg&appVersion=1.000082&signature=d3ebff79f13d9b497f2f643e12873b9f2647e81f8692798adbfa4388a8fb4d71,,,,
033-0 0451-00,Clyde P. Fisher Science Hall,3,893.55,115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200451-00.Room%20Photo1.180454.jpg&appVersion=1.000082&signature=59f51ab65ff29e020869c378759e328306902e7e78007c2650f5c15358433dba,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200451-00.Room%20Photo2.180454.jpg&appVersion=1.000082&signature=21b5bfa552bfc3f00c299f4d26408cecfd5f6a245f28455172bf662e7f5791c1,,,,
033-0 0396-00,Clyde P. Fisher Science Hall,2,167.28,115100-CSM-Biological Sciences,250 - Research Lab,2,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200396-00.Room%20Photo1.204408.jpg&appVersion=1.000082&signature=a4b0a62549a8d3e2a8d435850b4de679deafe755428b25b11660ec22b0f1a6ee,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200396-00.Room%20Photo2.204408.jpg&appVersion=1.000082&signature=c8821d47c6537c28642f17d14f04ee31c4f2032861b55546bec389a227ff57ea,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200396-00.Room%20Photo3.204408.jpg&appVersion=1.000082&signature=3cf85a60bfa141557a149c8f30f8b3e06031e0c670bf66ad982a0bb38ed90fef,,"Dann, Delaney (CSM-BIO)",
033-0 0395-B0,Clyde P. Fisher Science Hall,2,65.27,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200395-B0.Room%20Photo1.204006.jpg&appVersion=1.000082&signature=a398286c1a9ac58e0b59ec67634c51f178c70e63e35285ae77d5a2656e0ab947,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200395-B0.Room%20Photo2.204006.jpg&appVersion=1.000082&signature=bafbaf02629b751fedeabf05970712196309f7e582f258c2320117146bc78649,,,,
033-0 0395-A0,Clyde P. Fisher Science Hall,2,53,115100-CSM-Biological Sciences,211 - Special Instruction,0,00 Unapplicable,3 Open Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200395-A0.Room%20Photo1.204104.jpg&appVersion=1.000082&signature=6a2448a1c1c8c04a94eb2588dd39ba0f31c19439db26b5e00e5515c813e4709a,,,,,
033-0 0395-00,Clyde P. Fisher Science Hall,2,559.04,115100-CSM-Biological Sciences,211 - Special Instruction,0,00 Unapplicable,3 Open Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200395-00.Room%20Photo1.203847.jpg&appVersion=1.000082&signature=cbd5de4bee6af399ee98012dae5cc72d077dc54e65255bf8b17b736ab783b0fa,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200395-00.Room%20Photo2.203847.jpg&appVersion=1.000082&signature=d0cf3f6421c50e97cf8b5d5c1898a9d830f5081e9ff55ec1d1023c27f1a03191,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200395-00.Room%20Photo3.203847.jpg&appVersion=1.000082&signature=8e023a72de8b12e9f910a0d1fcd9b9ab6ba09b62fa77726b6cfecf453f14143c,,,
033-0 0394-00,Clyde P. Fisher Science Hall,2,835.01,115100-CSM-Biological Sciences,211 - Special Instruction,0,03 Blt-In,3 Open Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200394-00.Room%20Photo1.203723.jpg&appVersion=1.000082&signature=1a5ce44c8c7816ad136d6c0728538be0d436079d84cda05f88fb6de3eb95ce31,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200394-00.Room%20Photo2.203723.jpg&appVersion=1.000082&signature=667e9c09c6378ca89734405c3c7073d45466dd76b3a95b6c4998b77c01808ffd,,,,
033-0 0393-00,Clyde P. Fisher Science Hall,2,501.08,115100-CSM-Biological Sciences,250 - Research Lab,6,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200393-00.Room%20Photo1.203611.jpg&appVersion=1.000082&signature=9ec8e618220f5a4cf8d73f373944466fff73015fb2bdeff8d452d8505e2952a3,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200393-00.Room%20Photo2.203611.jpg&appVersion=1.000082&signature=e7fc3407348cad6feae3f945157df66755a1750faea7b8ba27ad8d86871ef03d,,,,
033-0 0392-00,Clyde P. Fisher Science Hall,2,173.94,115100-CSM-Biological Sciences,250 - Research Lab,2,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200392-00.Room%20Photo1.203420.jpg&appVersion=1.000082&signature=cb20b2d8a50d5d4548333448be2467d793dbd1c0e9fd818299f06c794a6b20d0,,,,"Bean, Tim (CSM-BIO)",
033-0 0391-00,Clyde P. Fisher Science Hall,2,187,115100-CSM-Biological Sciences,250 - Research Lab,2,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200391-00.Room%20Photo1.203250.jpg&appVersion=1.000082&signature=039a5c07ae8e0d801dead421cdf1d1923b774d2e9f3c98ea17f68a053428dc45,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200391-00.Room%20Photo2.203250.jpg&appVersion=1.000082&signature=d1220ed462eea9b8ba65cdbfe4eca915049240a3cb589bdfea185ce57842afd8,,,"Clement, Sandi (CSM-BIO)",
033-0 0390-A0,Clyde P. Fisher Science Hall,2,92.14,115100-CSM-Biological Sciences,780 - General Storage,0,00 Unapplicable,13 Other Academic Space,Generator and freezer storage,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200390-A0.Room%20Photo1.202749.jpg&appVersion=1.000082&signature=766252a9c0792f60d3ae05c189aa74ac3575dc053b38a5eaeb9a91ac69c99dd8,,,,,
033-0 0458-00,Clyde P. Fisher Science Hall,3,250.5,115100-CSM-Biological Sciences,311 - Staff Office,2,00 Unapplicable,5 Academic Unit Offices,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200458-00.Room%20Photo1.172419.jpg&appVersion=1.000082&signature=ef79fffc8e732e98b3d10bd2253d19c5a4940771cf991450f54e41cfad8b9894,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200458-00.Room%20Photo2.172419.jpg&appVersion=1.000082&signature=4d55d931c514d8173e74b9203253932534f9ede45ed65efe3acbb805fce6962d,,,"Wacker, Mark (CSM-BIO);Jacobson, Craig (CSM-BIO)",
033-0 0357-A0,Clyde P. Fisher Science Hall,2,63,115100-CSM-Biological Sciences,250 - Research Lab,1,00 Unapplicable,4 Research Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200357-A0.Room%20Photo1.205216.jpg&appVersion=1.000082&signature=fde0310dcc017253a20909e26a58f753a4b538220a7ce6fb47279876eca6f540,,,,"Vredevoe, Larisa (CSM-BIO)",
033-0 0455-00,Clyde P. Fisher Science Hall,3,251.97,115100-CSM-Biological Sciences,215 - Teaching Lab Service,0,00 Unapplicable,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200455-00.Room%20Photo1.172727.jpg&appVersion=1.000082&signature=c49558147df6480a2300337989fcf6d8116d0a16df5f418398c9663ad9b27085,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200455-00.Room%20Photo2.172727.jpg&appVersion=1.000082&signature=cc26779161a573d27938bf5a3d0512929c3eabcfa0a030ec69e042f679bfce7d,,,,
033-0 0356-00,Clyde P. Fisher Science Hall,2,978.34,115100-CSM-Biological Sciences,210 - Teaching Lab,24,03 Blt-In,2 Class Laboratories,,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200356-00.Room%20Photo1.175754.jpg&appVersion=1.000082&signature=465a2aa36806d5adb639a82d14a71dfc80a28bf37c3503b34abeb647a77f8a05,https://www.appsheet.com/image/getimageurl?appName=CalPolySpaceManagement2025-1009913&tableName=Facilities&fileName=Facilities_Images%2F033-0%2F033-0%200356-00.Room%20Photo2.175754.jpg&appVersion=1.000082&signature=2610ebd8192d8e3d0f6ac1eed708deab179aba213ece8e1ad87302f3894d68ae,,,,
